,comp_name,comp_star,rev_text
10,サイバーエージェント,3.8,"「サイバーエージェントの2025年までの採用戦略を立案してください。」このお題が事前に出されており、各参加学生は1週間ほどの期限を使いこのお題にそってまず自分の案を作り上げる。そして、インターン当日に自分の案を発表してチームの案として統合されていくインターン当日は、
①自分の意見を発表
②班で、それぞれの意見の統廃合を行う
③案の軸を決めたら、あとはブラッシュアップ自身の案のクオリティは非常に評価に直結していると考えます
なので、私自身はこのお題に対して、まず公開されている情報をファクトして案を作ろうと思い以下の手順を踏みました「一般的には、更なる事業拡大には、少なくとも前年規模もしくはそれを越える採用数が必要。仮説検証のため、2017年、2018年、2019年の採用実績を確認そして、売上高推移と採用数の相関を調査そこから
採用目標数=X
=※採用募集団×オファー数×内定承諾率細分化
採用募集団×選考突破率*選考数内定承諾率は、人気業界でかつブランディング効果を加味
かつ
就活生の内定平均内定取得数を3社と仮定（難関大などの分布は加味していない）
=内定承諾率を30%と仮定。また、考慮すべき点として、採用学生の母数を増やせば採用学生の質はあがるのかという疑問。かつ、もし上がる場合には、採用学生の質は上がれば上がるほど内定承諾率は低下していく仮説が考えられるのではないか。つまり、採用学生の質と、採用数はある程度のトレードオフの関係がある。つまり、この課題で求められているのは、このトレードオフの関係をいかに崩せるのか？？という、問いを仕掛けられているのではないか。つまり、
中期経営計画×想定される未来のビジョン（2025年以降で大切になるスキル）を達成できるターゲット学生に対して、いかに数を確保した上で内定承諾率が上がるような選考フローを設定出来るかが問題になるということは、結論からして採用学生の就活におけるインサイトを仮定して、そこに対して刺さる選考を提供することが目標になる。インサイトは大別すると二種類に分けられるのでないか。
①就活に関する普遍的なインサイト
②2025年の学生が抱える、ユニークなインサイトでは、2025年はどのような社会になり、そして、サイバーエージェントはどのようなスタンスを取るべきなのかを、現状の中期経営計画も踏まえて仮定すべき。」のように、思考の手順を可視化していくと良いと思います事前にFacebookでグループが作られて、チームメンバーと会話が出来る機会が設けられます。
時間に余裕があればですが、事前にミーティングの時間を設けて自己紹介や軽く案についての話し合いをしておくと、当日の進行がスムーズになると思いますクリエイティブ力の高い情熱家特に変わらない"
11,サイバーエージェント,3.8,新規事業立案を3つ行いました。始めの日に講義を受け、3日間かけて事業内容を詰め、3日目に発表しました。それを3回繰り返すやり方です。毎回お題が異なりました。サポーターの方に適宜フォローしていただきながら、一緒に事業を作り上げました。講義→事業立案→発表自分の立ち位置や役割を考えながらグループワークを行いました。また、皆積極性がある学生だったので埋もれてしまわぬよう積極的に発言を行いました。また、2週間他のことを一切せずインターン に捧げました。最終日は、ご飯を食べる時間がないくらい忙しかったです。優秀者はドラフトの波に乗せてもらえました。そして、全員本選考への案内が来ました。基本チームのメンバーとしか関わる時間がなかったです。社員さんも、仕切っている方と自分のチームについている方としか関わりはなかったです。座談会では、少しだけ事業の評価をしてくださった方と交流ができました。楽しそう、社員皆キラキラ仕事をしてそうとてもブラック、人は良いが少し怖い（圧迫感のある人が多い、プライドが高そう）
12,サイバーエージェント,3.8,サービスデザインの制作に取り組んだ。お題に対して自分で新規サービスを考え、2回の事前課題提出、当日のフィードバックを通してデザインを完成させる。最終的には全員の前でプレゼンし、優秀なアイデアは表彰される。事前課題提出とメンターによるフィードバック（2回）→制作とフィードバック、複数回の講義の繰り返し→最終提出・zoom上での発表「分からないことを分からないままにしない」と社員の方から事前に言われていたこともあり、インプットは多かったがモヤモヤしたまま終わるようなことはなかった。現場のプロに自分の作品を見てもらえる貴重な機会なので、積極性があればあるほど学びの多いインターンシップだと思う。採用ホームページ選考への影響は不明だが、インターンシップ後に参加者のみのオンライン懇親会があった。かなり社員の方と学生の距離が近いインターンシップだった。オンライン開催だったため、オフライン時よりは学生同士の繋がりは薄かったと感じたが、他のインターンシップよりも終始フラットな関係で過ごせたと思う。パッションに溢れ勢いのあるイメージパッションとロジックを併せ持ち、仕事を楽しんでいるイメージ
13,サイバーエージェント,3.8,"エンジニア達が技術力を競い合うサイバーエージェントの社内イベント「ヒダッカソン」の学生版。与えられた仕様書をもとにUnityを用いて1日でゲームを開発し、
実装項目ごとに設定されている点数の合計を競い合う競技形式のインターン。オープニング→仕様書配布→開発→面談→開発→結果発表→懇親会仕様書の項目はかなりのボリュームがあり、全て実装しきることはかなり難しい。仕様書にあったジャンルのゲームの開発経験がなかったのでかなり苦労した。一方優勝者は非常に完成度が高かったので、圧倒的なレベルの差を感じた。影響なし他の参加者とはオープニングで自己紹介をしたきりで一切かかわりがなかった。開発の途中でメンターの社員に質問したり、面談が組まれたりして交流の機会はあったが、対応が最低限のもので手厚くサポートしてくれる感じではないので、やはり個人のスキルが試されているのだと感じた。なぜゲーム開発の子会社Cygamesがあるのに親会社でゲームエンジニアを採用しているのかわからなかった。各子会社が異なるジャンルと技術領域を目指した事業展開を行う戦略らしいが、実際に差別化できているかは不明。自己成長を強調しているがそれをフォローする仕組みが見えなかった。"
14,サイバーエージェント,3.8,"広告セールス戦略について考える課題だった。
広告の仕事内容やセールス戦略などについて知らない人が多く、他のインターンよりもメンターが班のメンバーの一人のように積極的に関り、助けてもらえる雰囲気だった。1）事業内容調査・現状分析
2）テーマやターゲット拡散・決定
3）案を固めつつ、その効果を数値化する
4）プレゼン資料にまとめる
5）プレゼン実際、何かの知識が必要というのは全くなく、結果までにどういった過程があったか、そのなかで各自がどのような役割を果たしていたか、などが大事にされていたと思う。つまり、サイバーエージェントとマッチングしているかどうかが見られていたと思う。懇親会自体は選考への影響はなく、すでにグループワーク中に次の選考に進める人は決まっていたと思う。参加者と社員と関わる機会・時間は他社に比べて圧倒的に多いと思う。サイバーエージェントの社員さんは明るく、生き生きしてる方々が多く、グループワーク中に親身になって教えてくれたり、関わってくれるため、短時間で仲良くなれた。明るくて、陽キャで、生き生きとした社員が多い。変わらない。"
15,サイバーエージェント,3.8,アフィリエイト広告についてのインターンシップでした。与えられたデータをもとに、短い時間で事業立案を行い、終了後は各チームごと発表しました。（全員が話す必要あり）チームに社員の方がついてくれるので、積極的に質問しました。アイスブレイク→概要説明→ワーク→発表→振り返り→懇親会ワーク中は常に社員の方が近くで見ているので、チームワークの基本的なこと（役割分担など）は気を付けました。自分たちですべてやろうとするのではなく、社員さんに質問したらヒントをたくさんくれたし、会社側もその行動力を求めていた気がします。インターンシップ参加者はおそらく全員早期選考ルートに乗れる。チーム以外の人とも積極的に話す人が多くて驚きました。ワーク後の後片付けや懇親会もいろんな人と話せて面白かったです。社員の方も楽しそうにワークや話に入ってきてくださったのでプレッシャーを感じませんでした。明るい、キラキラ特に変わらなかったです。サイバーエージェントの色に染まれない人はしんどいと思いました。
16,サイバーエージェント,3.8,組織戦略に関して考える課題解決型のインターンシップ。組織というものの人が増えれば増えるほど意思疎通や目標の浸透が難しくなるなど、問題が出てきて、そこに関してどういう風に課題解決を行うのかをグループで考えるインターンシップアイスブレイク→概要説明→昼休憩→ワーク→中間発表→ワーク→最終発表→振り返り→懇親会優秀な人がたくさんきていたため、自分ができる事をなるべくアピールするようにした。その他、リーダータイプの学生も比較的多かった印象だったので、なるべくみんなの意見を吸い取って、うまくまとめるようにした。食堂にて懇親会その後も社員さんの方とオンラインにて面談をしてくださり、自分という一人の人間とたくさん時間をかけて向き合ってくださった。自己分析で息詰まったところや、うまくアウトプットできない事、インターンの振り返り等を含めてアドバイスしてくださった。キラキラいい人しかいない
17,サイバーエージェント,3.8,大学生向けの新卒採用サービスについて考えた。1チーム5人分かれて取り組む。常に社員が一人ついているため、随時フィードバックをもらいながらワークを進めていく。最後に全体で発表を行い、優秀チームを決める。サイバーエージェントについての情報を収集後、ワークに取り掛かる。社員、学生どうしでのコミュニケーションに特に注意した。ワーク中も分からないことは素直に他の参加学生に聞き、社員の方にも積極的にフィードバックをもらいにいった。熱量を大切にする企業であるため、プレゼンも熱量を持って行った。ワンキャリアインターン参加生は定期的に懇親会に招待される。最後に一人一人に症状がもらえるほど手厚くフィードバックをいただいた。基本的にチームについた社員の方から評価をいただける。学生どうしも和気あいあいとした雰囲気でワークに取り組むことができる。チームを担当する社員以外の方にも気軽に質問ができる。素直さを大切にする企業。素直さを大切にしつつ、学生一人一人ときちんと向き合う企業。
18,サイバーエージェント,3.8,"データを与えられて、ある課題に対して予測モデルを開発するコンペティション形式。予測精度で順位を競う。
1日目は個人戦で行われ、その結果をもとに2日目のチームが決められる。2日目はチーム戦で1日目と同様の作業を行う。データと分析環境を与えられ、モデリングを行う。1日目の個人戦は開発時間が数時間しかなく、実力を発揮しにくいため、ビギナーズラック的な感じで入賞することも可能。2日目は1日目の結果をもとに行われるため、能力のある人がいるチームが好成績をとっていた。一部の人には別インターンへ招待されているようだった。1日目は個人戦だが、同じテーブルの人と相談することもできる。また2日目はチーム戦なので、必然的に関わりは多かった。
社員は常に複数名おり、気軽に質問できる環境だった。また、チーム戦では1チームに1社員ついていた。イケイケな企業。エンジニアは良い意味で落ち着いた人がおおく、技術力のある人が多い"
19,サイバーエージェント,3.8,チームはあらかじめ男女比を考慮して決められていました。守秘義務があるので詳細には書くことができませんが、とある会社の特定の期間の売り上げを伸ばす施策を考えましょうといった内容で、グループワークを行いました。マーケティングフレームワークを用いた分析→ボトルネック探し→アイデア出し各チームにメンターとなる社員さんが2人程度つくので、その社員さんをいかにワークに巻き込めるかが勝敗のカギになっていると言っても過言ではないと思いました。オールになる班も少なくないと思うので、前日はしっかり寝ましょう。メンターとなる現場社員さんとはかなり深い関わりができる。途中で人事との面談もあるので、社員とは他のインターンよりは社員と触れる時間が長い印象。参加者とはチームのメンバーはもちろん、他のチームの子ともなんだかんだ接する時間はある。キラキラ熱意
20,サイバーエージェント,3.8,"テーマ 「優秀な学生を集めるためのサイバーエージェントの採用ブランディング施策を考えよ。」
各班に1〜2人メンターが付き、アドバイスをもらいながら施策を練っていく。
最終的にホワイトボードを使ってプレゼンを行う。プレゼン2分、質疑応答2分くらいが各班に行われる。優秀な学生の定義から始まり、彼がどんな企業を受けるか？、その為にどんな施策で彼らの注目を集める施策をするか？という手順でワークを進めていった。中間発表もあり、そのFBを受けて修正をしながら施策をさらに固めていった。明るく、元気な子が多い。理由はわからないが自分のインターンはほどんど男子ばかりだった。中には優秀な子もいるがインターン慣れしている子は比較的少ないように感じた。全体的に質疑応答は内容が薄い印象を受けた。懇親会が夕方にある。そこで社員に聞きたいことを自由に聞ける。インターンで選ばれればイタダキというインターンに参加できる。
インターン参加者には後に早期選考の案内がある。メンターはワーク中常に班についてくれるため、いつでもアドバイスを求められる。他の社員にも聞きたいことがあれば聞きにいっていい。他の班の参加者とは懇親会で関わる時間がある。ワーク中に1回、面談時間があり順次呼ばれていく。明るい、元気、わきあいあいあとした印象熱量だけで押し切っているような印象を受けた。自分はあまりクールさや知的さを感じられず志望度が下がった。"
21,サイバーエージェント,3.8,"サイバーエージェントのとある子会社の新規事業をその子会社の強みを活かして立案するワーク。
中期経営計画ほどたいそうなものは作らなくてもいいが、その会社のメイン事業として走らせることができる前提のクオリティのものを目標とする。・チームでアイスブレーキング
・アイデア出し
・FBを社員の方からいただく
・ブラッシュアップ
・パワポ作成
・発表全体的にビジョンと当事者意識をとにかく大事にしている。
新規事業のアイデアをメンバー同士で話し合っているときから最後に立案発表するときまでこの二つがとにかく重要視されていた。
発言の節々に「他人事感」を意識させるような言葉を使っていないか気にするとよい。懇親会は社員の方と腹を割って話せる雰囲気。
インターン後、面談が設定される。インターン中の学生同士は非常に密接にかかわる。メンバー同士はもちろんのことほかのチームの学生とも交流できる時間が懇親会以外にある。
社員の方も本当にまっすぐ向き合ってくださる方ばかりで非常に親切に相談に乗ってくれる。明るくてアグレッシブ明るくてアグレッシブ、仕事を心から楽しんでいる。"
22,サイバーエージェント,3.8,"「AbemaTVを利用して、500万人を熱狂させるような時流を考える」というのがお題。
4人×6チームに分かれ、各チームに1人メンターが付く。
1日半かけてチームごとにアイデアを練り、2日目の午後に、プレゼン3分質疑3分で各チームが発表する。
1日目の午後にプロデューサーの方にフィードバックをもらえる時間がある。人事・プロデューサーの方からのインプット
➝チーム名・ルール決め
➝お題を満たすアイデアを各チーム自由に考える
➝最終プレゼンプレゼンの時間等を除けば1日半でゼロからアイデアを考えなくてはならず、非常に時間がない。そのため、事前に企業の事やAbema TVの知識をインプットしておくことが必須だと感じた。
また、メンターの方が付きっきりで議論に参加してくださるので、いかにうまく巻き込めるかが重要だと感じた。選考への影響はないと思われる。メンターの社員さんはインターン期間中ずっと付きっきりで議論に参加してくださるので、とても深く関わることが出来る。最終日の懇親会では、テーブルのシャッフルなどで様々な社員の方やインターン参加者と話すことが出来る。面白いと思ったことを、無理してでもとりあえず頑張るイメージ。ロジカルで思考が深い。仕事熱心だが、徹夜してとにかく頑張ろう！というブラックさは感じなかった。"
23,サイバーエージェント,3.8,"AbemaTVの一つの番組について、リアルタイム視聴者数をどのようにすれば上げることができるかを検討する。
まず、個人で与えられた資料を読み込み、自分なりの案を出しメンターに壁打ちする。その後グループでワーク個人ワーク
グループワーク
発表一日のインターンで、午前中はほとんどイントロダクションに使われたので実質ワークしたのは午後の3時間程度。また、個人ワークの時間配分が大きいので、そこでしっかり現状分析から簡単な打ち手まで出せていないと、グループワークがしんどいと感じました。ワーク中はメンターがずっとテーブルにいて、時々アドバイスをくれる。また、個人ワークでも壁打ち役になってくれるので適宜発表してフィードバックをもらうことができる。ワーク終了後に個別でフィードバックの時間がある。自由で仕事ができる人が多いイメージ社員さんはそこまでの人数関わっていなのでなんとも言えませんが、参加していた学生のレベル感にはばらつきがあり、苦労している班もありました。"
24,サイバーエージェント,3.8,"私はアメーバブログのフロントエンドで課題となっていたいくつかの業務を個人で行いました。1つの課題が大きかったため、配属初日に全体像を説明してもらい、それからは都度先輩にチェックしていただきながら作業を進めていく形でした。通常業務の他に、ハッカソン形式のイベントや輪読会にも参加しました。最終日にはもう一人のインターン生とともに成果発表会を、1人20分程度で行いました。1. 配属初日にタスクの全体像の説明を受ける
2. トレーナーの方とタスクの細分化とスケジューリングを行う
3. タスクの消化（随時アドバイスをいただく）
4. 業務終了後に日報を提出、トレーナーと本日の振り返りを行う
5. 3-4を繰り返す。（2は2週間に1回程度行う）インターンは技術力向上、社風理解において最適なプログラムとなっていました。特に社風理解に関して、フロントエンドチームだけでなく、別チームや別部署の方々とのランチも多く、配属先以外の雰囲気も知ることができたのは良かったです。また、インターン期間中でも、社員のための社内イベントに参加させていただけるのは貴重だと思います。ランチなどで選考に関わる方々とも関わったので、ランチが実質、懇親会と言えるでしょう。サイバーは共に働きたいかを重視しているので、日々の言動は選考に大きく関わってくると思います。同じチームに配属されたもう1人のインターン生とは異なる業務をしていたので、業務では関わる機会はほとんどありませんでしたが、ランチやハッカソン形式のイベントなどでは度々関わりました。社員さんは人事の方、現場エンジニアの方とも頻繁にランチに行きました。業務は夜遅くまで残るイメージ、社員さんは華やかなイメージ水曜日はリモートワークの日としたり、定時で基本的には帰る習慣など、働きやすい印象を受けました。社員さんのイメージは基本的には華やかでした。"
25,サイバーエージェント,3.8,"1日目は、与えられた課題をチームで解決する形式。いわゆる1→100。
それ以降は、0→1の新規事業提案を行う。しかし、あくまで内容が広告編なので、1→100と0→1のどちらも広告の課題解決を行うものであった。2日間かけて行われる0→1の方がウェイトが大きい印象。内容は、飲料メーカーの新規広告戦略を市場分析からアウトプットまで考えるものだった。1日目　1→100の広告課題
2日目から3日目　0→1の新規広告課題
3日目にプレゼン報告を行い、夜に懇親会をする。プレゼンが最終日に行われ順位も決められるので、しっかりと優勝をチームメンバーで目指した。優秀者には、選抜の合宿に参加する権利も得られるので3日間の中で、できるだけ自分の特徴をアピールすることを心がけた。早期選考と複数回の懇親会が行われる。インターン中メンターの方が1人ついてくださり、常に自分たちの議論を修正してくれたり、考え方のフレームワークなどのアドバイスをしてくださる。他インターンの参加者とは最終日の懇親会で一緒に話す機会が与えられていた。そこまでロジカルな印象はなかったロジカルな印象を以前よりも抱き、社風さえ合えば本当に楽しく、仕事に熱中できる環境だと感じた。志望度は上がった。"
26,サイバーエージェント,3.8,マッチングエージェントの新規事業立案インターンシップ。一日目は1→100。現在サイバーエージェントが出しているマッチングアプリに1つ機能を加えて100にする提案。2日～3日は0→1。マッチングアプリの新規事業立案。1日目は参加している学生は自頭もよく、様々な経歴を持っている学生が多い印象を受けた。そのため、自ら発言していかないとおいてかれてしまうため注意が必要。濃密な3日間になるため、参加する方はそれなりの覚悟を持っておいたほうが良いかと思います。各テーブルに一人社員のメンターさんがついてくれます。コンペ形式でインターンは行われていくため、学生同士の競い合いであるとともに、社員同士の競い合いでもあるということを感じました。人事とメンターの面談は随時あり。がつがつしているイメージ。自頭がよく、仕事を楽しんでいる人が多いイメージ
27,サイバーエージェント,3.8,"グループ戦。テーマは広告で100億円（？）の利益がでる新規事業の提案。メンターも一緒になって考え、事業提案は実現可能性が高く、また市場選定はもちろん、なんでCAがやるのか、やる場合のビジネスモデル、PLや事業計画などまで考えなければならない。グループによる。中良いまま優勝か、仲悪いがまとまって優秀か、これは運。基本は終わらないので各チーム場所を確保して徹夜してプレゼントなる場合が多い。ほとんど全員が持参のMacbookを駆使する。笑とにかく参加学生が優秀だったこと。また、インターンに関与する社員さんも全員第一線で頑張っている社員さんが参加する。そのため、非常に大きな学びを得られることは間違いない。個性豊かな面々が揃うので友好関係も活発になるはず。
ベンチャーを考えていたり、ネットITを考えている学生は参加を勧める。インターン参加者限定懇親会あり。そのまま本選考に乗れる。みんな仲良くなる。フランク、女子はおしゃれな人が多め。DRAFTを狙っている学生もいるため、かなり本気度が高いインターンなので気は抜けない。気をぬくとどんどん追い越されていく。
社員さんもとても身近にいてくれるため、細やかなケアがなされていると感じた。キラキラ。明るい。ガツガツ。実力主義。キラキラ、明るい、ガツガツがあるからこそ高度な実力主義が実現するとわかった。泥臭く頑張り、努力している姿が見え、成長を常に目指す会社なのだなと感じた。"
28,サイバーエージェント,3.8,「とあるオンラインゲーム事業に対して、今後どのような事業判断をしていけばいいのか」というお題を4人グループの班で取り組む。3時間のワーク後に発表、順位が出る。夜は懇親会があり、インターンには来なかった社員さんもたくさん来られる。上述の通り課題の難しさの割には時間がとても少ない。グループの中でもめるのは大変よろしくないので、リーダーシップを持って仮説を立て、要領よくワークを進めていくことを心がけた。メンターはずっといるので、分からないことがあったらすぐ効くようにした。メンターの社員は常時班の近くにいらっしゃるので、いつでも相談・質問することができる。その他の班との関りはほぼない。最後の懇親会では、メンター以外の社員ともかかわることができる。サイバーエージェントは社員とかかわりを持って、その後の連絡がきたりするので、積極的にコミュニケーションを取りに行くと良いと思う。明るい、チャラい現場で事業を回している社員はものすごく真面目
